schema_version,session_id,ts_utc_ms,elapsed_ms,source,metric,value,unit,status,reason,scope,sample_count
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673132702,31088,psutil,process_cpu_pct_raw,663.1,percent,ok,,process,
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673132702,31088,psutil,process_cpu_pct,33.155,percent,ok,,process,
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673132702,31088,psutil,process_memory_mb,7887.7265625,MiB,ok,,process,
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673132702,31088,win32_foreground,game_foreground,1.0,boolean,ok,,process,
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673129000,27386,presentmon,app_fps,47.90532470678198,fps,ok,,process,48
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673129000,27386,presentmon,frame_time_avg_ms,20.87450625,ms,ok,,process,48
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673129000,27386,presentmon,frame_time_p95_ms,26.0617,ms,ok,,process,48
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673129000,27386,presentmon,gpu_busy_median_ms,20.098599999999998,ms,ok,,process,48
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673129000,27386,presentmon,gpu_busy_p95_ms,22.0075,ms,ok,,process,48
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673132702,31088,windows_pdh,process_gpu_pct,95.91724691519913,percent,ok,,process,
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673133707,32093,psutil,process_cpu_pct_raw,703.5,percent,ok,,process,
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673133707,32093,psutil,process_cpu_pct,35.175,percent,ok,,process,
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673133707,32093,psutil,process_memory_mb,7894.3671875,MiB,ok,,process,
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673133707,32093,win32_foreground,game_foreground,1.0,boolean,ok,,process,
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673130000,28386,presentmon,app_fps,47.71541571757722,fps,ok,,process,48
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673130000,28386,presentmon,frame_time_avg_ms,20.9575875,ms,ok,,process,48
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673130000,28386,presentmon,frame_time_p95_ms,27.7042,ms,ok,,process,48
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673130000,28386,presentmon,gpu_busy_median_ms,20.5471,ms,ok,,process,48
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673130000,28386,presentmon,gpu_busy_p95_ms,21.9581,ms,ok,,process,48
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673133707,32093,windows_pdh,process_gpu_pct,96.78695326115323,percent,ok,,process,
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673133707,32093,nvidia-smi,device_gpu_util_pct,95.0,percent,ok,,device,
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673133707,32093,nvidia-smi,device_vram_used_mb,4982.0,MiB,ok,,device,
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673133707,32093,nvidia-smi,device_gpu_temperature_c,65.0,celsius,ok,,device,
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673133707,32093,nvidia-smi,device_gpu_power_w,144.44,watt,ok,,device,
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673133707,32093,nvidia-smi,device_gpu_clock_mhz,1965.0,MHz,ok,,device,
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673134713,33099,psutil,process_cpu_pct_raw,785.9,percent,ok,,process,
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673134713,33099,psutil,process_cpu_pct,39.295,percent,ok,,process,
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673134713,33099,psutil,process_memory_mb,7891.44921875,MiB,ok,,process,
0.1,de879c93-e652-4062-858a-5e3e8947b4f8,1787673134713,33099,win32_foreground,game_foreground,1.0,boolean,ok,,process,
